2023-11-15_13-08-41-+0000 {"e":"aggTrade","E":1700053720864,"a":1421458527,"s":"ETHUSDT","p":"2016.53","q":"0.248","f":3361695568,"l":3361695568,"T":1700053720712,"m":false}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721326,"a":1421458528,"s":"ETHUSDT","p":"2016.52","q":"2.325","f":3361695569,"l":3361695581,"T":1700053721324,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721326,"a":1421458529,"s":"ETHUSDT","p":"2016.51","q":"0.183","f":3361695582,"l":3361695583,"T":1700053721324,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721326,"a":1421458530,"s":"ETHUSDT","p":"2016.50","q":"1.952","f":3361695584,"l":3361695587,"T":1700053721324,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721326,"a":1421458531,"s":"ETHUSDT","p":"2016.49","q":"0.015","f":3361695588,"l":3361695588,"T":1700053721324,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721326,"a":1421458532,"s":"ETHUSDT","p":"2016.48","q":"4.403","f":3361695589,"l":3361695591,"T":1700053721324,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721433,"a":1421458534,"s":"ETHUSDT","p":"2016.48","q":"1.321","f":3361695594,"l":3361695594,"T":1700053721382,"m":false}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721433,"a":1421458535,"s":"ETHUSDT","p":"2016.47","q":"1.909","f":3361695595,"l":3361695600,"T":1700053721431,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721433,"a":1421458536,"s":"ETHUSDT","p":"2016.46","q":"0.252","f":3361695601,"l":3361695602,"T":1700053721431,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721433,"a":1421458537,"s":"ETHUSDT","p":"2016.45","q":"2.741","f":3361695603,"l":3361695604,"T":1700053721431,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721433,"a":1421458538,"s":"ETHUSDT","p":"2016.44","q":"4.540","f":3361695605,"l":3361695606,"T":1700053721431,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721433,"a":1421458539,"s":"ETHUSDT","p":"2016.43","q":"9.857","f":3361695607,"l":3361695608,"T":1700053721431,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721433,"a":1421458540,"s":"ETHUSDT","p":"2016.42","q":"0.856","f":3361695609,"l":3361695610,"T":1700053721431,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721433,"a":1421458541,"s":"ETHUSDT","p":"2016.41","q":"0.851","f":3361695611,"l":3361695612,"T":1700053721431,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721560,"a":1421458542,"s":"ETHUSDT","p":"2016.40","q":"0.182","f":3361695613,"l":3361695614,"T":1700053721431,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721619,"a":1421458543,"s":"ETHUSDT","p":"2016.40","q":"0.030","f":3361695615,"l":3361695615,"T":1700053721559,"m":true}
2023-11-15_13-08-42-+0000 {"e":"aggTrade","E":1700053721921,"a":1421458545,"s":"ETHUSDT","p":"2016.41","q":"0.212","f":3361695620,"l":3361695620,"T":1700053721768,"m":false}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053722216,"a":1421458546,"s":"ETHUSDT","p":"2016.40","q":"0.174","f":3361695621,"l":3361695621,"T":1700053722064,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053722610,"a":1421458547,"s":"ETHUSDT","p":"2016.41","q":"0.248","f":3361695622,"l":3361695622,"T":1700053722457,"m":false}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723027,"a":1421458548,"s":"ETHUSDT","p":"2016.40","q":"7.661","f":3361695623,"l":3361695644,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723027,"a":1421458549,"s":"ETHUSDT","p":"2016.39","q":"0.436","f":3361695645,"l":3361695648,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723027,"a":1421458550,"s":"ETHUSDT","p":"2016.38","q":"0.963","f":3361695649,"l":3361695650,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458551,"s":"ETHUSDT","p":"2016.36","q":"18.763","f":3361695651,"l":3361695655,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458552,"s":"ETHUSDT","p":"2016.35","q":"10.850","f":3361695656,"l":3361695660,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458553,"s":"ETHUSDT","p":"2016.34","q":"0.800","f":3361695661,"l":3361695662,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458554,"s":"ETHUSDT","p":"2016.33","q":"24.411","f":3361695663,"l":3361695665,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458555,"s":"ETHUSDT","p":"2016.32","q":"1.679","f":3361695666,"l":3361695668,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458556,"s":"ETHUSDT","p":"2016.31","q":"5.366","f":3361695669,"l":3361695670,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458557,"s":"ETHUSDT","p":"2016.30","q":"5.013","f":3361695671,"l":3361695673,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458558,"s":"ETHUSDT","p":"2016.29","q":"5.804","f":3361695674,"l":3361695677,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458559,"s":"ETHUSDT","p":"2016.28","q":"2.506","f":3361695678,"l":3361695680,"T":1700053723025,"m":true}
2023-11-15_13-08-43-+0000 {"e":"aggTrade","E":1700053723028,"a":1421458560,"s":"ETHUSDT","p":"2016.27","q":"2.360","f":3361695681,"l":3361695685,"T":1700053723025,"m":true}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053723179,"a":1421458561,"s":"ETHUSDT","p":"2016.26","q":"3.388","f":3361695686,"l":3361695687,"T":1700053723025,"m":true}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053723550,"a":1421458562,"s":"ETHUSDT","p":"2016.26","q":"1.357","f":3361695688,"l":3361695692,"T":1700053723398,"m":true}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053723967,"a":1421458563,"s":"ETHUSDT","p":"2016.26","q":"2.000","f":3361695693,"l":3361695696,"T":1700053723841,"m":true}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053723996,"a":1421458564,"s":"ETHUSDT","p":"2016.26","q":"0.031","f":3361695697,"l":3361695698,"T":1700053723966,"m":true}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053724057,"a":1421458565,"s":"ETHUSDT","p":"2016.27","q":"5.643","f":3361695699,"l":3361695713,"T":1700053723994,"m":false}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053724059,"a":1421458566,"s":"ETHUSDT","p":"2016.28","q":"0.336","f":3361695714,"l":3361695732,"T":1700053724056,"m":false}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053724100,"a":1421458567,"s":"ETHUSDT","p":"2016.30","q":"0.013","f":3361695733,"l":3361695733,"T":1700053724056,"m":false}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053724110,"a":1421458568,"s":"ETHUSDT","p":"2016.31","q":"7.588","f":3361695734,"l":3361695736,"T":1700053724099,"m":false}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053724110,"a":1421458569,"s":"ETHUSDT","p":"2016.32","q":"0.025","f":3361695737,"l":3361695739,"T":1700053724107,"m":false}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053724110,"a":1421458570,"s":"ETHUSDT","p":"2016.34","q":"0.011","f":3361695740,"l":3361695740,"T":1700053724108,"m":false}
2023-11-15_13-08-44-+0000 {"e":"aggTrade","E":1700053724119,"a":1421458571,"s":"ETHUSDT","p":"2016.36","q":"0.243","f":3361695741,"l":3361695753,"T":1700053724108,"m":false}
2023-11-15_13-08-45-+0000 {"e":"aggTrade","E":1700053724119,"a":1421458572,"s":"ETHUSDT","p":"2016.40","q":"0.026","f":3361695754,"l":3361695755,"T":1700053724117,"m":false}
2023-11-15_13-08-45-+0000 {"e":"aggTrade","E":1700053724270,"a":1421458573,"s":"ETHUSDT","p":"2016.41","q":"0.070","f":3361695756,"l":3361695756,"T":1700053724117,"m":false}
2023-11-15_13-08-45-+0000 {"e":"aggTrade","E":1700053724979,"a":1421458574,"s":"ETHUSDT","p":"2016.41","q":"0.028","f":3361695757,"l":3361695757,"T":1700053724843,"m":false}
2023-11-15_13-08-45-+0000 {"e":"aggTrade","E":1700053725130,"a":1421458575,"s":"ETHUSDT","p":"2016.40","q":"1.626","f":3361695758,"l":3361695758,"T":1700053724978,"m":true}
2023-11-15_13-08-46-+0000 {"e":"aggTrade","E":1700053725301,"a":1421458576,"s":"ETHUSDT","p":"2016.41","q":"2.479","f":3361695759,"l":3361695759,"T":1700053725218,"m":false}
2023-11-15_13-08-46-+0000 {"e":"aggTrade","E":1700053725452,"a":1421458577,"s":"ETHUSDT","p":"2016.40","q":"2.569","f":3361695760,"l":3361695761,"T":1700053725299,"m":true}
2023-11-15_13-08-46-+0000 {"e":"aggTrade","E":1700053725620,"a":1421458578,"s":"ETHUSDT","p":"2016.41","q":"3.539","f":3361695762,"l":3361695767,"T":1700053725619,"m":false}
2023-11-15_13-08-46-+0000 {"e":"aggTrade","E":1700053725642,"a":1421458579,"s":"ETHUSDT","p":"2016.42","q":"0.010","f":3361695768,"l":3361695768,"T":1700053725619,"m":false}
2023-11-15_13-08-46-+0000 {"e":"aggTrade","E":1700053725748,"a":1421458580,"s":"ETHUSDT","p":"2016.44","q":"0.015","f":3361695769,"l":3361695770,"T":1700053725641,"m":false}
2023-11-15_13-08-46-+0000 {"e":"aggTrade","E":1700053725824,"a":1421458581,"s":"ETHUSDT","p":"2016.48","q":"0.127","f":3361695771,"l":3361695773,"T":1700053725747,"m":false}
2023-11-15_13-08-46-+0000 {"e":"aggTrade","E":1700053725916,"a":1421458582,"s":"ETHUSDT","p":"2016.47","q":"0.661","f":3361695774,"l":3361695775,"T":1700053725823,"m":true}
2023-11-15_13-08-46-+0000 {"e":"aggTrade","E":1700053725916,"a":1421458583,"s":"ETHUSDT","p":"2016.48","q":"0.301","f":3361695776,"l":3361695778,"T":1700053725915,"m":false}
2023-11-15_13-08-46-+0000 {"e":"aggTrade","E":1700053726067,"a":1421458584,"s":"ETHUSDT","p":"2016.49","q":"0.111","f":3361695779,"l":3361695779,"T":1700053725915,"m":false}
2023-11-15_13-08-47-+0000 {"e":"aggTrade","E":1700053726235,"a":1421458585,"s":"ETHUSDT","p":"2016.48","q":"10.000","f":3361695780,"l":3361695783,"T":1700053726083,"m":true}
2023-11-15_13-08-47-+0000 {"e":"aggTrade","E":1700053726401,"a":1421458586,"s":"ETHUSDT","p":"2016.49","q":"0.049","f":3361695784,"l":3361695784,"T":1700053726376,"m":false}
2023-11-15_13-08-47-+0000 {"e":"aggTrade","E":1700053726490,"a":1421458587,"s":"ETHUSDT","p":"2016.48","q":"0.550","f":3361695785,"l":3361695785,"T":1700053726399,"m":true}
2023-11-15_13-08-47-+0000 {"e":"aggTrade","E":1700053726641,"a":1421458588,"s":"ETHUSDT","p":"2016.49","q":"0.401","f":3361695786,"l":3361695786,"T":1700053726489,"m":false}
